N°,Fecha,Lugar,Actor o grupo social emisor,Institución y Cargo actor o grupo social emisor,Actor o grupo social Involucrado 1,Institución y Cargo actor o grupo social involucrado 1,Acontecimiento,Posición,Área,"Studio 5 – Studio 5 Noticias – Rubén Valdés Alvarado, Paola Reynaga (97.7)",Ondas del Huallaga – Noticiero Ondas del Huallaga - José Carlos Ponce de León(88.9),"Radio Noticias del Perú – Radio Noticias Huánuco Edición Central – Bequer Bejarano, Nuvith Condezo Celis, Juan Malpartida (102.5)","Primer Plano - RNP - Ítalo Guillermo, Silvia Salas (102.5)",Radio Nacional – Cuatro Suyos – Ronald Cáceres / Manuel Bejarano (100.9),Radio Sinaí - Opinión Libre - Jaime Herrera  Echevarria (90.1),Radio Rumba Perú - RTL Noticias - Koko Giles/ Juan Manuel (95.3),Radio Pulsar - El Informante - Miguel Angel Domínguez (100.5),Radio Llata - Punto de Encuentro - Carlos Chavez Firma(92.3),Radio Paraiso 96.9 - Aires de Tradición Andina - Hector Facundo Damazo,Panorama Cultural Oyonense - Maximo Samaniego - Radio Oyon (102.5),Noticiero Musical - Hector Facundo Damazo - Radio Sol - Oyon,Radio La Altura 7-9am,Radio UNHEVAL – Noticiero (96.1)
4945,2023-03-24,Ayacucho,Jaime Herrera,Periodista,Antonio Pulgar,Gobernador regional de Huánuco,"Comentó que el gobernador regional de Huánuco, Antonio Pulgar, viene gestionando la declaratoria de emergencia de los distritos más afectados, así lo informó durante su participación en la sesión extraordinaria de la Plataforma Regional de Defensa Civil que tuvo como objetivo establecer acciones conjuntas de preparación y respuesta para afrontar emergencias por las lluvias intensas.",Gris,Seguridad,,,,,,1.0,,,,,,,,
4946,2023-03-24,Ayacucho,Jaime Herrera,Periodista,,,"Informó que regiones contratarán a más de 3,500 profesionales y técnicos para hacerle frente al dengue, regiones entre las que se encuentra Huánuco, donde se realizarán contratos temporales y la adquisición de insumos y equipos como parte de las acciones contra dicha enfermedad.",Gris,Salud,,,,,,1.0,,,,,,,,
4947,2023-03-24,Ayacucho,Jaime Herrera,Periodista,Comisión Nacional para el Desarrollo y Vida sin Drogas (DEVIDA),,"Mencionó que fortalecerán a 40 organizaciones de productores de Monzón y Alto Huallaga a través de capacitaciones que permitirán mejorar la producción y comercialización de los productores locales, según anunció Comisión Nacional para el Desarrollo y Vida sin Drogas (DEVIDA), a través de su Oficina Zonal en Tingo María (provincia de Leoncio Prado).",Gris,Economía,,,,,,1.0,,,,,,,,
4948,2023-03-24,Ayacucho,Jaime Herrera,Periodista,Frente de Desarrollo de Llicua ,,"Mencionó que el Frente de Desarrollo de Llicua rechazaron la actitud autoritaria e intolerante del alcalde del distrito de Amarilis, Roger Hidalgo, de imponer pagos abusivos por los irregulares servicios municipales que brinda y negarse al diálogo técnico con los representantes del frente.",Celeste,Frente de Defensa,,,,,,1.0,,,,,,,,
4949,2023-03-24,Ayacucho,Jaime Herrera,Periodista,Alex Contreras,Ministro de Economía y Finanzas,"Informó que el gobierno destinará 4000 mil millones de soles para atender emergencias por el Ciclón Yaku, comunicó el ministro de Economía y Finanzas, Alex Contreras; al respecto, señaló que, conociendo el mal trabajo de las autoridades de turno, estos 4000 millones de soles se los llevará la corrupción y no serán utilizados en obras preventivas.",Celeste,Seguridad,,,,,,1.0,,,,,,,,
4950,2023-03-24,Ayacucho,Adler Mendoza,Miembro del Frente Patriótico de Huánuco,Frente Patriótico de Huánuco,,"Sostuvo que todos los gobernadores regionales de Huánuco recibieron coimas para que el distrito de Huallanca no regrese al departamento de Huánuco, distrito donde hay varias minas y por tanto recibe el canon que le corresponde a Huánuco. Recordó que el Frente Patriótico de Huánuco presentó en su momento al Gobierno Regional de Huánuco una propuesta de reincorporación de Huallanca a Huánuco, pero varias gestiones pasaron y a nadie le interesó: “Señor Pulgar, seguramente usted también estará por el mismo paso, y si no trabaja en recuperar nuestro territorio, se sabrá que usted no trabaja de manera transparente, no queremos que usted esté también perseguido como Juan Alvarado”, manifestó.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
4951,2023-03-24,Ayacucho,Juan Malpartida,Periodista,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"Comentó que ayer llegó Juan Alvarado Cornelio a la región de Huánuco, en grilletes y avergonzado, rodeado de amigos y ayayeros por un lado, y gente que empezó a insultarlo y que saben que durante su gestión hubo obras abandonadas y paralizadas, además que se dio trabajo a gente que no lo merecía.",Celeste,Judicial,,,1.0,,,,,,,,,,,
4952,2023-03-24,Ayacucho,Bequer Bejarano,Periodista,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"Señaló que la captura de Juan Alvarado Cornelio debe ser un ejemplo para las demás autoridades que están en el poder y piensen 2 veces si van a cometer delitos, porque no se le puede engañar más a un pueblo que busca desarrollo y está en una región considerada la más pobre del país y con las autoridades más corruptas.",Celeste,Corrupción,,,1.0,,,,,,,,,,,
4953,2023-03-24,Ayacucho,Olga Chagua,Abogada,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"Explicó que Juan Alvarado Cornelio fue capturado porque pesaba sobre él un pedido de prisión preventiva por 18 meses que se ordenó en marzo del 2022, desde esa fecha el exgobernador rehusó a la justicia y permaneció en la clandestinidad hasta que se logró su ubicación y hoy está en la ciudad de Huánuco donde enfrentará esa prisión preventiva. Señaló que el “Caso Laptops”, por el que se le pidió prisión preventiva, no es el único caso que pesa sobre el exgobernador, porque existen otros casos o delitos que están en la fiscalía penal, lo que significa que no solo se trata de un solo caso emblemático, son varios casos emblemáticos.",Celeste,Judicial,,,1.0,,,,,,,,,,,
4954,2023-03-24,Ayacucho,Robinson Aguirre,Abogado,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"Señaló que la captura de Juan Alvarado Cornelio debe servir como ejemplo para que las autoridades trabajen conforme a la ley, de lo contrario terminarán como el exgobernador regional de Huánuco que irá directo a la cárcel por tener un pedido de prisión preventiva: “Un gobernador no puede ser juez y parte, no puede ser el que hace política de gobierno de Estado y al mismo tiempo poder ejecutarse las obras de manera grupal o familiar, porque hay que concebir la política no como un negocio”, precisó.",Celeste,Corrupción,,,1.0,,,,,,,,,,,
4955,2023-03-24,Ayacucho,Rubén Valdés,Periodista,,,"Comentó que es necesario una adecuada supervisión en las instituciones educativas de la región Huánuco y de esta manera no se den estos escenarios de malas infraestructuras o falta de docentes, y en ello deben constantemente estar activos las autoridades locales y regional.",Gris,Educación,1.0,,,,,,,,,,,,,
4956,2023-03-24,Ayacucho,Arlin Gallardo,Jefe de la Región Policial Huánuco,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"En conferencia de prensa, informó que el exgobernador regional de Huánuco, Juan Alvarado Cornelio, se encuentra en las instalaciones de la DIVINCRI en Huánuco, y que fue intervenido en la vía pública y se le habría encontrado instalado en un inmueble alquilado.",Gris,Judicial,1.0,,,,,,,,,,,,,
4957,2023-03-24,Ayacucho,Miguel Ángel Domínguez,Periodista,Dina Boluarte,Presidenta de la República,"Informó que la presidenta de la República, Dina Boluarte, anunció la aprobación e implementación de la Política Nacional de Transformación Digital, con la finalidad de hacer llegar a la ciudadanía, a través de la tecnología, los servicios que brinda el Estado.",Gris,Gobierno Central,,,,,,,,1.0,,,,,,
4958,2023-03-27,Ayacucho,José Ponce de León,Periodista,Gobierno Regional de Huánuco,,Informó que 15 obras paralizadas del Gobierno Regional de Huánuco serán retomadas en abril próximo,Gris,Infraestructura,,1.0,,,,,,,,,,,,
4959,2023-03-27,Ayacucho,José Ponce de León,Periodista,,,Mencionó que terreno donado por la familia Dyer en La Despensa para la construcción del hospital de EsSalud no reuniría con los requisitos.,Gris,Salud,,1.0,1.0,,,1.0,,,,,,,,
4960,2023-03-27,Ayacucho,José Ponce de León,Periodista,,,Reveló que los escolares del colegio Juan Velasco Alvarado desarrollan sus clases de manera semi presencial por falta de aulas.,Gris,Educación,,1.0,,,,1.0,,,,,,,,
4961,2023-03-27,Ayacucho,José Ponce de León,Periodista,Aurelio Orellana,Presidente ejecutivo de EsSalud,"Informó que asegurados de EsSalud Huánuco tendrán hospital de alta complejidad en el distrito de Santa María del Valle, tras entrega del terreno al presidente ejecutivo de EsSalud, Aurelio Orellana.",Gris,Salud,,1.0,,,,1.0,,,,,,,,
4962,2023-03-27,Ayacucho,José Ponce de León,Periodista,Carlos Gallardo Torres,Gerente general del Instituto Peruano de Economía (IPE),"Mencionó que Carlos Gallardo Torres fue designado como el nuevo gerente general del Instituto Peruano de Economía (IPE), cargo que ejerce desde marzo de este año.",Gris,Economía,,1.0,,,,1.0,,,,,,,,
4963,2023-03-27,Ayacucho,José Ponce de León,Periodista,Tito Jaime,Gerente regional de Desarrollo Económico del Gobierno Regional de Huánuco,"Informó que la feria Expo Amazónica generará un movimiento económico de hasta 50 millones de soles, evento a realizarse en la ciudad de Tingo María y que podría recibir hasta 40 mil visitantes durante los 4 días de la feria que se realizará en agosto, sostuvo Tito Jaime, gerente regional de Desarrollo Económico del Gobierno Regional de Huánuco.",Gris,Economía,,1.0,,,,1.0,,,,,,,,
4964,2023-03-27,Ayacucho,José Ponce de León,Periodista,,,Mencionó que el alcalde de la provincia de Puerto Inca exhortó a las autoridades erradicar la minería ilegal en la localidad.,Gris,Minería ilegal,,1.0,,,,,,,,,,,,
4965,2023-03-27,Ayacucho,José Ponce de León,Periodista,,,Reveló que en el distrito de San Miguel de Cauri fabricarán carpetas para institución educativa con madera donada.,Gris,Educación,,1.0,,,,,,,,,,,,
4966,2023-03-27,Ayacucho,José Ponce de León,Periodista,,,"Señaló que en un país tan territorialmente complejo como el Perú donde todos los años se sabe que habrá enfrentamientos con las lluvias extremas o a etapas de sequía, es indispensable planificar y aplicar estrategias de prevención diferenciadas por tipo de eventos.",Gris,Seguridad,,1.0,,,,,,,,,,,,
4967,2023-03-27,Ayacucho,Gamaniel Rojas Laurente,Corresponsal de Ondas del Huallaga,Max Fuentes,Alcalde de la provincia de Leoncio Prado,"Desde la provincia de Leoncio Prado, informó que el alcalde de mencionada provincia, Max Fuentes, realizó la colocación de la 8 primeras piedras en distintas obras que empezaron su construcción, además anunció la ejecución de otras 10 obras la próxima semana. ",Gris,Infraestructura,,1.0,,,,,,,,,,,,
4968,2023-03-27,Ayacucho,Pier Paolo Marzo,Abogado,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,"Mencionó que lo ocurrido con Juan Alvarado Cornelio es un reflejo de esta relación entre los gobernantes de turno y empresarios de la construcción, realidad que ocurre en todo el país, pero en el caso de Alvarado este terminó perjudicando también a su familia pese a que él simbolizaba una esperanza de desarrollo, pero terminó sucumbiendo a sus negocios y al robo a través de sus empresas y entorno familiar.",Celeste,Corrupción,,1.0,,,,,,,,,,,,
4969,2023-03-27,Ayacucho,Antonio Pulgar,Gobernador regional de Huánuco,Aurelio Orellana,Presidente ejecutivo de EsSalud,"Manifestó que el último viernes se contó con la presencia del presidente ejecutivo de EsSalud, Aurelio Orellana, con quien se dio un importante paso después de años con la adquisición del terreno donado, luego con la debida inscripción en registros públicos, y hoy empieza el proceso de expediente técnico para ejecutar un hospital que requerirá una inversión de 400 a 500 millones de soles y beneficiará a más de 200 mil asegurados.",Gris,Salud,,1.0,,,,1.0,,,,,,,,
4970,2023-03-27,Ayacucho,Jaime Herrera,Periodista,Municipalidad Distrital de San Miguel de Cauri,,Mencionó que una motoniveladora que dará mantenimiento a las carreteras afectadas por las lluvias fue conseguida por la Municipalidad Distrital de San Miguel de Cauri.,Gris,Transporte,,,,,,1.0,,,,,,,,
4971,2023-03-27,Ayacucho,Jaime Herrera,Periodista,Ministerio de Transportes y Comunicaciones,,"Reveló que en mayo Provías entregará buena pro para la conservación de la carretera Pasco – Huánuco – Tingo María, anunció el Ministerio de Transportes y Comunicaciones.",Gris,Transporte,,,,,,1.0,,,,,,,,
4972,2023-03-27,Ayacucho,Jaime Herrera,Periodista,,,"Comentó que a nadie le interesa la educación de más de 200 estudiantes de la institución educativa Juan Velazco Alvarado, en el distrito de Pillco Marca, provincia de Huánuco, quienes llevan a cabo sus estudios en aulas prefabricadas desde hace años, situación que no le interesó a ningún gobernador regional y director regional de Educación.",Celeste,Educación,,,,,,1.0,,,,,,,,
4973,2023-03-27,Ayacucho,Jaime Herrera,Periodista,Ministerio de Educación,,"Reveló que más del 60% del material escolar del Ministerio de Educación no fue entregado a los colegios; adicionalmente, precisó que en 21 de 24 departamentos del país el avance de la distribución a los centros educativos es de menos del 50%.",Gris,Educación,,,,,,1.0,,,,,,,,
4974,2023-03-27,Ayacucho,Jaime Herrera,Periodista,,,"Preguntó de qué vale tener un director de la UGEL o director regional de Educación en Huánuco si los escolares tendrán un mal inicio del año escolar porque no cuentan con un espacio donde estudiar; así mismo, señaló que desde el año pasado advertía a los padres de familia no confiarse y garanticen la educación de sus hijos exigiendo a las autoridades una mejor infraestructura educativa, sin embargo, la realidad terminó siendo otra y hoy en Huánuco varios escolares desarrollan sus estudios en aulas prefabricadas o en carpas.",Celeste,Educación,,,,,,1.0,,,,,,,,
4975,2023-03-27,Ayacucho,Rodolfo Espinoza,Decano del Colegio de Abogados de Huánuco,,,Recomendó al gobernador regional de Huánuco que el hospital de contingencia en Huánuco sea entregado como cesión en uso a EsSalud mientras se construye el nuevo hospital de EsSalud que tanta falta hace y es de mayor dimensión. ,Gris,Salud,,,,,,1.0,,,,,,,,
4976,2023-03-27,Ayacucho,Martín Flores,Comentarista de Opinión Libre,,,"Preguntó cómo es posible que los padres de familia, profesores y directores de las instituciones educativas de Huánuco no se dieran cuenta de la grave situación por la que atraviesan varias de estas instituciones en cuanto a infraestructura o material educativo, a lo que respondió que no hay interés y que la educación en el país se está llevando a cabo de manera no planificada.",Gris,Educación,,,,,,1.0,,,,,,,,
4977,2023-03-27,Ayacucho,Bequer Bejarano,Periodista,,,"Mencionó que continuarán las lluvias en la ciudad de Huánuco, lo cual traerá consecuencias negativas tanto en transporte como en el campo.",Gris,Clima,,,1.0,,,,,,,,,,,
4978,2023-03-27,Ayacucho,Juan Malpartida,Periodista,,,"Comentó que los que tienen dinero siempre estarán libres, así administran algunos magistrados y funcionarios que están en el Ministerio Público y Poder Judicial, generando desconfianza hacia estas instituciones donde se necesitan cambios. ",Gris,Judicial,,,1.0,,,,,,,,,,,
4979,2023-03-27,Ayacucho,Bequer Bejarano,Periodista,Juan Alvarado Cornelio,Exgobernador regional de Huánuco,Mencionó que a un mes de la detención de la organización criminal “Los Negociadores de la Región” solo 13 personas de menor rango dentro del grupo liderado por Juan Alvarado Cornelio permanecen detenidos.,Gris,Judicial,,,1.0,,,,,,,,,,,
4980,2023-03-27,Ayacucho,Nuvith Condezo Celis,Periodista,,,"Comentó que la cúpula corrupta enquistada en el sector salud de Huánuco no permite continuar con la compra del terreno para el hospital de EsSalud, señalando ahora que este espacio no cumple con los requisitos.",Gris,Salud,,,1.0,,,,,,,,,,,
4981,2023-03-27,Ayacucho,Jorge Alvarado Lino,Representante de los trabajadores de EsSalud Huánuco,Gobierno Regional de Huánuco,,"Comentó que el viernes se concretó la adquisición del terreno para la construcción del hospital de EsSalud en Huánuco, terreno que no tendría por qué tener observaciones que ya fueron levantadas por el alcalde del distrito de Santa María del Valle junto al Gobierno Regional de Huánuco. Finalmente, señaló que la construcción está prevista para febrero del próximo año, previa ejecución del perfil y expediente técnico en este año y que tendría un plazo de 7 meses, lo cual es un compromiso del presidente ejecutivo de EsSalud.",Gris,Salud,,,1.0,,,,,,,,,,,
